batch_size,boosting,confidence_quantile_kendall_results,confidence_quantile_spread_results,feature_fraction,lambda_l2,learning_rate,max_depth,min_data_in_leaf,n_estimators,n_input,n_output,name,nbytes_results,num_leaves,rmse_results,subsample,train_rmse_results,train_time_results,verbose,alg
1024,dart,0.2401861190556044,0.0950623317863207,1.0,1.6895458543697208,0.0052455307356376,14,29,426,9,1,protein,1734672,43,4.367281778342149,0.9998912252047636,4.390882836645096,76.62103941198438,0,lgbm
1024,gbdt,0.1296938660960205,0.0576977709481373,1.0,0.2567238866508747,0.0379403475315043,23,49,231,9,1,protein,430584,20,3.293400248362475,0.7344103156322026,3.208382028579638,13.641537786461411,0,lgbm
1024,gbdt,0.1021417374298954,0.262222768319954,1.0,0.8453112766255944,0.0590835077279401,64,31,226,9,1,protein,1115536,52,2.7979292582827693,0.7668155689212666,2.498474273958539,31.32954009715468,0,lgbm
1024,gbdt,0.1556373183482088,0.014828703451834,1.0,1.72615941755525,0.0080330733404458,95,11,460,9,1,protein,901600,21,3.631177482338584,0.7779762144503827,3.5960173516826446,29.681307944469157,0,lgbm
1024,gbdt,0.1047006764225857,0.4389249652937747,1.0,0.182702605984536,0.035873297941943,35,12,733,9,1,protein,3899560,56,2.612213619867494,0.9144638246826864,2.0643763107594078,103.58461047429591,0,lgbm
1024,dart,0.2276076796602916,0.1301742040970477,1.0,1.6663406178134468,0.0452223033848214,91,26,129,9,1,protein,624360,51,3.5928284605320675,0.8128877611227968,3.553355914202382,21.08615497779101,0,lgbm
1024,dart,0.1379708016094565,0.4285358427931073,1.0,0.8165833431895739,0.1069539286621501,68,7,405,9,1,protein,1027080,27,3.012784266614439,0.9071806526864212,2.8153927461386883,49.03656230773777,0,lgbm
1024,gbdt,0.0990578445161411,0.9964653622230932,1.0,0.1551734807511164,0.0370520490384004,-1,42,584,9,1,protein,2153792,39,2.759085501776652,0.8540708289062219,2.4377123496941824,57.19830640219152,0,lgbm
1024,dart,0.1248211690757904,2.772580597537226,1.0,1.785447606612272,0.1087573714632717,87,5,441,9,1,protein,1499400,36,2.885037177482217,0.9485562402393466,2.5981087510765524,65.77228621579707,0,lgbm
1024,gbdt,0.1005913816556667,0.5575029434830607,1.0,1.5662520988490127,0.0358733883927203,20,18,700,9,1,protein,3186400,48,2.6573691774024395,0.977155959078816,2.209132422065522,83.77931956760585,0,lgbm
1024,gbdt,0.1430831510925053,0.0362325123917914,1.0,1.219858966381423,0.0113949160455859,-1,6,550,9,1,protein,1817200,35,3.2002632340148875,0.80018763027513,3.088319410950096,52.74063076172024,0,lgbm
1024,gbdt,0.1154384772797366,0.1171542930828239,1.0,1.0896058768168415,0.0589254836893447,32,3,222,9,1,protein,1607280,76,2.7274116448397483,0.7974316734328817,2.2916209639260776,43.3978277342394,0,lgbm
1024,gbdt,0.1251270974516887,0.0531113580842459,1.0,0.8007383578732199,0.01070632260776,66,18,567,9,1,protein,3397464,63,2.983752969323389,0.9122147303413988,2.784722538475332,93.20440891757607,0,lgbm
